,Text,Emotion
428247,ههههههه قال مواطنه عاديه  و ترامب يقابلها و طياره عسكريه و مواطنه عاديه  هما المعرصين و المرضي النفسيين فاكرين اننا هنصدق كلامك العبيط الساذج بتاع دوله اتحركت لمواطن  والله طيزكم حمرا,ANGER
428257,العرص ف عين الي بيعرصلة غزال,ANGER
428261,دي من ضمن العالم الوسخة,ANGER
428323,واحنا مالنا ومال ده يا اولاد الوسخة,ANGER
428334,يا نهار مجندل,ANGER
428342,تسريب سيناء يا معرصين,ANGER
428349,ياولاد الوسخة,ANGER
428352,جريده وسخه وهايفه,ANGER
428372,انتوا عالم وسخة,ANGER
428411,جريدة الحكومة لازم تكون وووسخة,ANGER
428412,جريده تموت ف قله الادب يا عالم وسخه,ANGER
428428,أوسخ منك ماشفتش ياجريدة وسخة,ANGER
428435,سنه يا ولاد الوسخه يعني من ايام سيدنا ادم مثلا ولا من قبل الخليقه ولا ايه,ANGER
428440,ده تمثال ام طياز ياولاد الوسخه ماتشتمتوش النهارده,ANGER
428445,جريدة وسخة اقسم بالله انتم ظلمة وجهلة ومتعرفوش شيء عن الصحافة والمصداقية,ANGER
428452,جريدة وسخة بس,ANGER
428474,اخبار وسه من جريده وسخه,ANGER
428483,صحافة بلدنا منورين ياولاد الوسخه,ANGER
428499,ايه الصفحة الوسخة دي,ANGER
428509,دا يشبه جسد امك يا علق ايه ياعم الجريدة بنت الوسخة دي اي مشغله شوية علوق,ANGER
428523,شبه اه ياعرص ما تقول مطيز زى طيزها صفحة علقه,ANGER
428524,الحق وربنا جريدة وسخة والناس اللي فيها بتتطس,ANGER
428525,جريدة وسخة من زمن,ANGER
428545,أدمن برايز وصل دمتم ولاد وسخه,ANGER
428551,دا اللي انتوا فالحين فيه يا ولاد الوسخه,ANGER
428555,جريده وسخه دى اخبار,ANGER
428641,واحنا نعملهم ايه ميولعوا بجاز وسخ هههه,ANGER
428687,ماتضرب يلاه ماتنزل يلاه اضرب من فوق اصل انا مخنوق,SADNESS
428688,مافيش عاجل تم قفل الفير والماسنجر واى شبكه اتصل علي طربق النت ياولاد العرص,ANGER
428741,خسيس وندل ودكتور عديم الضمير,ANGER
428789,يا ابن العرص يا وسخ,ANGER
428820,هي مره وسخه لي تسمع كلامه تستاهل,ANGER
428870,انتا الى عميل ابن وسخه,ANGER
428871,الحرامي دايما يسيب دليل ادانته قطر بنت الوسخه تميم ابن موزه,ANGER
428882,صحراء الدوحه يا ولاد المفضوحه اتفو عليكم وعلى العرص بتاعكم,ANGER
428883,سعيد ياابن الخول اللوطى والقواد هلال يااخواني ياللي امك زانية فيك وجابتك من الحرام والعرص ابوك عارف وبيطنش علشان الفلوس دانت ابن الخول اللوطى والقواد العرص المعرص الخول اللوطى ابوك عارف انك جاي من الحرام والعرص ابوك عارف وبيطنش علشان الفلوس دانت ابن المرة المتناكة يامعرص ياابن الكلب يالوطي السيسي سيدك وسيد البلد ياابن الزانىه ياخول اخرس واختفي يامعرص,ANGER
428885,الحاتى بلحة العرص هو سيدك يا دراويش السيسي أما بالنسبة لنا فهو الفاشل العبيط بلحة العرص,ANGER
428886,خبتو العرص خربها قتل شبابها وحتى باع ترابها,ANGER
428887,سعيد ياابن اللوطي الخول عاشور هلال يااخواني ياللي امك زانية فيك وجابتك من الحرام والعرص ابوك عارف وبيطنش علشان الفلوس دانت ابن المرة المتناكة يامعرص ياابن الزانىه يابتاع المعرص اردوغان ياابن المرة الشرموطة السيسي سيدك وسيد البلد ياابن الكلب يالوطي,ANGER
428888,ماحنا قولنا ان التعريص دى مهنتكم وصفه عالميه للعرص بتاعكم ولبكم هههههههه,ANGER
428890,فعلا ريحه الخرفاااااااان تقرف هههههههههههه,DISGUST
428892,اسمها تحيا العرص,ANGER
428895,بلحات امك يا خروف وسخ ابن كلب,ANGER
428896,العرص أبوك يا خروف برأس كلب,ANGER
428900,لو لاحظت يابرنس العسكري ال كان بيكلمو اللهجة مش لهجت مصريين ياعالم يامعرصين,ANGER
428919,وهل هذه اول مرة يفعهلها مرتزقة العرص اقرأؤا كتاب الحرب القذرة واعتراف حبيب سويدية ماذا كان يعل مرتزقة الجيش الجزائرى لقتل الشعب والصاق التهمة بالارهاب تارة وبالاسلاميين تارة اخرى,ANGER
428931,ياولاد الوسخة حتى الكدب فاشلين فيه,ANGER
428951,قطر بنت الوسخة مش عايزة تتهد,ANGER
428969,اخرس يارهابي يانجس,ANGER
428990,لجان العرص هنا اخلع انا,ANGER
429010,يا ابن الوسخه يا لاجججججججيء قطر بنت الوسخه وانت ابنها ي زباله البشر,ANGER
429020,المعنى الحقيقي لاستحمار شعب مصر التاني معرصين السيسي العرص,ANGER
429021,إذا كان هي نفس الصور الي المتحدث العسكري زاعها بطلو كدب بقا والطفل إلى بيحققو معاه وعرفوه ساكن فين ومن قبيلة مين وف الأخر صفوه كأنه إسرائيلي يا أخي ده انتو جريده وسخه وشعب نتن,ANGER
429031,والمتحدث العسكري خد الصور ونزلهم علي صفحته الرسمية يا معرصين الشعب فضحكم وعرف انكم مليشيات وسخه,ANGER
429036,كلكم كدابين انتم والمجلس العسكري يا مرتزقه يا قتله يامجرمين يا ولاد الوسخه اتفووووه عليكم,ANGER
429060,يعنى انت مؤسس الوسخة اللى حنا بنشوفها ديه اه يا نجس,ANGER
429063,جريده وسخه كفايه تضليل بقا,ANGER
429068,جريد وسخة معرصة كفاية كدب انتوا كدابين,ANGER
429089,كسمك يامعرص,ANGER
429095,إحترموا نفسكم بقي كفايه كذب بقيتم حاجه تقرف,DISGUST
429096,بس يامعرص,ANGER
429110,لسه الخازوق حسين بيه دلوقتى الفيلم اتعرض من زمان لسه اثره عامل حرقان لبلحه العرص,ANGER
429119,دا العرص و الخبير التعريصي,ANGER
429125,يا اولاد القحبة يا شوية معرصين,ANGER
429127,حتي لما تجيبو صوره حد اختارو حد عدل مش دا بردو العرص الي بيقول لشعب اختشو متحوشوش الزيت والسكر يابلد بنت بنت بنت بنت ستين وسخه,ANGER
429157,والله أنتم كدابين جريده وسخه بنت كلب,ANGER
429206,انتو بتخاطبو العقول الوسخه الي بتصدقو لكن احنا لاء يا ولاد العرص مؤسس ايه الاهبل الي انتو جايبينه ده,ANGER
429209,والمعرصين مصدقين بهايم السيسي ابن الوسخه,ANGER
429212,كبير المعرصين,ANGER
429238,استمروا استمروا اهو الواحد بيضحك ببلاش ع اخباركو يا اولاد الوسخه,ANGER
429244,قول لهم ولاد الوسخة موزة المزورين الخولات,ANGER
429260,كسم بضانكم جريدة وسخة,ANGER
429261,الفلم ليس مفبرك يمعرص,ANGER
429345,كسمك ياعرص دول صعيده يامتناك,ANGER
429414,وتتفرج علي احمد موسي ومصطفي بقري صح  ياعالم ياوسخه ناس بره عدو مراحل وانتو لسه قسم ام عصر الخمسانتي الي عايزين ترجعونا فيه,ANGER
429472,يا ولاد الوسخة عاوزين التسريب الجيش,ANGER
429515,أكيد كائنات سيساوية ومعرصين,ANGER
429554,أنتم الاتنين اوسخ من بعض,ANGER
429593,القانون بيطبق علي الغلابه بس قانون سكسونيا بلد وسخه,ANGER
429629,بلحه ده مرسي والنخله بديع يا وسخ,ANGER
429632,يالا يا خاين ياابنلوسخه منهنا,ANGER
429633,هانت مش هنشوف الاشكال الوسخه دي,ANGER
429634,لجان بلحة العرص ميختلفوش كتير عن لجان المرشد كلكم بهايم ولاد كلب,ANGER
429635,احسن حاجه انكم عرفين نفسكم يا معرصين يا بلحاوية,ANGER
429638,يبقى جعان مش لاقي ياكل وتلاقيه يعرص للعميل كلب امريكا والصهاينه,ANGER
429639,تم الإبلاغ بنجاح عن ابن الوسخة در سكرينات وبياناته بالشفا يا لا,ANGER
429642,اخرس يا جربوع يا بلحة,ANGER
429644,وياخد العرص معاهم خلى البلد تنضف وفوقيهم البلحاوية البهايم,ANGER
429646,حد يشمت ف حد كده ياوسخ,ANGER
429650,مش هعتب عليك يابنلوسخه عشان انته لسه الو شخه لسه عصفورتك مطارتش روح نضف نفسك وغير البامبرز واقرى شويه ف اي كتاب اعرف بلدك يا ابو شخه يا ابو شخه,ANGER
429652,ياسيساوية يامعرصيييييين يابتوع العرص الخاين وكس ام اللى هيرد عليا ونقول ألوووووو,ANGER
